frame.time,ip.src,ip.dst,ip.proto,tcp.flags,tcp.seq,tcp.window_size,frame.len,label,attack_type
2025-12-08 16:16:17.941860,192.168.0.18,10.0.3.94,6,24,315320,15706,310,0,normal
2025-12-08 16:16:13.816860,192.168.0.120,10.0.2.226,6,16,240609,17392,352,0,normal
2025-12-08 16:16:24.857860,203.0.37.188,10.0.5.185,17,0,0,73,1328,1,udp_flood
2025-12-08 16:16:14.775860,192.168.1.61,10.0.1.233,17,16,817831,11144,796,0,normal
2025-12-08 16:16:24.731860,203.0.117.111,10.0.2.76,17,0,0,131,1440,1,udp_flood
2025-12-08 16:15:49.408860,192.168.0.57,10.0.3.220,17,24,725844,2725,638,0,normal
2025-12-08 16:16:09.195860,192.168.0.218,10.0.1.213,6,24,1122295,1888,529,0,normal
2025-12-08 16:15:54.844860,192.168.0.134,10.0.0.209,6,24,356027,17107,601,0,normal
2025-12-08 16:15:37.992860,192.168.5.204,10.0.0.121,17,24,452764,3296,104,0,normal
2025-12-08 16:15:57.240860,192.168.0.158,10.0.3.183,6,24,198303,2882,118,0,normal
2025-12-08 16:16:02.023860,192.168.2.102,10.0.3.83,17,18,1786258,2540,353,0,normal
2025-12-08 16:16:24.161860,203.0.9.206,10.0.2.238,17,0,0,154,1443,1,udp_flood
2025-12-08 16:15:54.787860,192.168.3.115,10.0.4.200,17,24,1596516,4892,785,0,normal
2025-12-08 16:15:54.419860,192.168.2.173,10.0.5.149,17,16,1718074,17396,71,0,normal
2025-12-08 16:16:06.509860,192.168.1.226,10.0.4.47,17,18,894094,14033,781,0,normal
2025-12-08 16:16:00.578860,192.168.5.195,10.0.4.134,17,18,1855524,8093,517,0,normal
2025-12-08 16:15:45.910860,192.168.5.218,10.0.2.55,17,16,1200326,8192,500,0,normal
2025-12-08 16:15:54.945860,192.168.0.82,10.0.4.189,6,24,1856720,1650,513,0,normal
2025-12-08 16:15:54.858860,192.168.3.70,10.0.5.80,17,16,1911982,12430,674,0,normal
2025-12-08 16:16:03.707860,192.168.4.71,10.0.0.125,17,18,1779809,17619,718,0,normal
2025-12-08 16:15:35.805860,192.168.4.206,10.0.2.239,6,18,645700,11414,640,0,normal
2025-12-08 16:15:46.575860,192.168.1.131,10.0.4.15,17,16,732751,6791,472,0,normal
2025-12-08 16:16:10.694860,192.168.0.232,10.0.3.243,17,18,1268143,8991,781,0,normal
2025-12-08 16:16:12.948860,192.168.5.60,10.0.5.183,6,24,1581399,2209,167,0,normal
2025-12-08 16:15:37.814860,192.168.2.232,10.0.1.66,6,16,1203830,11306,505,0,normal
2025-12-08 16:15:43.936860,192.168.3.81,10.0.4.6,17,16,124809,8547,320,0,normal
2025-12-08 16:16:24.933860,198.51.82.113,10.0.5.224,6,0,4774,3228,144,1,port_scan
2025-12-08 16:16:22.177860,192.168.2.101,10.0.2.253,6,24,155402,2022,192,0,normal
2025-12-08 16:15:38.646860,192.168.3.72,10.0.0.218,6,16,1112948,9303,614,0,normal
2025-12-08 16:16:01.857860,192.168.2.143,10.0.5.244,6,16,1508822,15615,368,0,normal
2025-12-08 16:16:24.022860,203.0.110.188,10.0.4.62,17,0,0,113,1314,1,udp_flood
2025-12-08 16:15:34.112860,192.168.0.56,10.0.1.50,17,24,660216,17030,613,0,normal
2025-12-08 16:16:01.093860,192.168.1.14,10.0.5.230,6,24,1483132,11545,461,0,normal
2025-12-08 16:16:07.412860,192.168.5.84,10.0.4.24,17,16,1663083,9322,333,0,normal
2025-12-08 16:15:53.124860,192.168.2.204,10.0.0.240,17,16,1946418,7495,390,0,normal
2025-12-08 16:16:08.740860,192.168.1.228,10.0.5.17,17,24,1215200,12934,563,0,normal
2025-12-08 16:15:31.095860,192.168.1.108,10.0.1.132,17,24,1176423,7191,459,0,normal
2025-12-08 16:15:56.507860,192.168.4.108,10.0.0.222,6,16,1030797,13861,406,0,normal
2025-12-08 16:15:38.503860,192.168.3.117,10.0.3.95,6,24,340004,2871,425,0,normal
2025-12-08 16:15:41.157860,192.168.1.204,10.0.4.240,6,16,1244615,5618,592,0,normal
2025-12-08 16:15:31.109860,192.168.1.171,10.0.3.17,6,16,240885,16117,772,0,normal
2025-12-08 16:15:56.311860,192.168.5.91,10.0.5.133,6,16,1339054,13488,724,0,normal
2025-12-08 16:15:31.844860,192.168.0.132,10.0.5.97,6,24,147267,14406,203,0,normal
2025-12-08 16:15:36.606860,192.168.5.89,10.0.5.241,6,18,1896342,6270,286,0,normal
2025-12-08 16:15:54.277860,192.168.2.118,10.0.3.165,6,16,612502,5655,313,0,normal
2025-12-08 16:15:45.638860,192.168.1.236,10.0.1.12,6,16,1250808,15110,800,0,normal
2025-12-08 16:15:52.035860,192.168.2.227,10.0.2.38,17,16,500796,11481,348,0,normal
2025-12-08 16:16:23.341860,198.51.237.76,10.0.1.30,6,2,1702,189,70,1,syn_flood
2025-12-08 16:16:10.523860,192.168.3.79,10.0.5.110,17,16,1793921,19143,263,0,normal
2025-12-08 16:15:54.190860,192.168.5.168,10.0.3.198,6,18,69941,18517,462,0,normal
2025-12-08 16:16:23.674860,198.51.200.73,10.0.2.75,6,2,8404,85,195,1,syn_flood
2025-12-08 16:16:02.120860,192.168.2.194,10.0.2.113,17,18,1117144,12216,281,0,normal
2025-12-08 16:15:56.695860,192.168.1.126,10.0.2.180,17,16,997176,2410,786,0,normal
2025-12-08 16:16:24.630860,203.0.227.89,10.0.2.88,17,0,0,20,1363,1,udp_flood
2025-12-08 16:16:12.500860,192.168.0.115,10.0.2.60,6,16,1551389,5498,136,0,normal
2025-12-08 16:16:22.367860,192.168.2.235,10.0.4.20,17,24,806781,18057,720,0,normal
2025-12-08 16:15:53.073860,192.168.0.10,10.0.5.119,6,24,92707,6122,652,0,normal
2025-12-08 16:16:08.633860,192.168.2.33,10.0.5.178,17,16,1550165,12311,594,0,normal
2025-12-08 16:16:04.325860,192.168.5.207,10.0.3.179,6,18,601027,17638,733,0,normal
2025-12-08 16:16:24.996860,198.51.203.249,10.0.1.215,6,2,48125,2740,86,1,port_scan
2025-12-08 16:16:09.102860,192.168.5.131,10.0.1.97,6,18,1014375,8258,500,0,normal
2025-12-08 16:16:15.061860,192.168.1.208,10.0.3.119,17,24,774787,8758,273,0,normal
2025-12-08 16:16:10.736860,192.168.0.49,10.0.3.217,6,16,1032907,19974,612,0,normal
2025-12-08 16:16:12.428860,192.168.1.239,10.0.1.242,6,18,923838,3435,548,0,normal
2025-12-08 16:15:47.159860,192.168.0.228,10.0.1.52,6,24,964592,11101,60,0,normal
2025-12-08 16:16:24.616860,203.0.37.177,10.0.3.221,17,0,0,159,1164,1,udp_flood
2025-12-08 16:15:47.966860,192.168.2.70,10.0.5.149,6,18,48506,17962,218,0,normal
2025-12-08 16:15:38.543860,192.168.5.52,10.0.3.139,6,24,389261,3733,751,0,normal
2025-12-08 16:15:54.098860,192.168.4.214,10.0.4.170,17,16,1235476,10893,688,0,normal
2025-12-08 16:16:02.442860,192.168.2.147,10.0.3.81,17,18,151991,3335,390,0,normal
2025-12-08 16:15:54.633860,192.168.2.49,10.0.1.58,17,24,1913256,7620,550,0,normal
2025-12-08 16:15:42.279860,192.168.1.185,10.0.1.27,6,18,801247,5002,169,0,normal
2025-12-08 16:16:25.355860,198.51.158.140,10.0.2.98,6,2,24619,4976,162,1,port_scan
2025-12-08 16:16:22.587860,198.51.81.250,10.0.3.4,6,2,4602,246,184,1,syn_flood
2025-12-08 16:15:34.810860,192.168.1.220,10.0.0.192,6,18,1457889,4821,182,0,normal
2025-12-08 16:16:24.454860,203.0.190.245,10.0.3.132,17,0,0,80,1241,1,udp_flood
2025-12-08 16:15:51.499860,192.168.2.178,10.0.0.3,6,24,306632,14032,179,0,normal
2025-12-08 16:16:13.602860,192.168.2.176,10.0.4.79,17,16,368132,13696,474,0,normal
2025-12-08 16:16:01.965860,192.168.2.48,10.0.5.213,6,18,40963,12322,708,0,normal
2025-12-08 16:15:41.365860,192.168.3.222,10.0.4.118,6,18,730585,4802,507,0,normal
2025-12-08 16:16:05.725860,192.168.5.170,10.0.0.187,6,18,595049,11927,278,0,normal
2025-12-08 16:16:25.494860,198.51.44.34,10.0.1.79,6,0,53176,2195,105,1,port_scan
2025-12-08 16:15:33.763860,192.168.0.21,10.0.4.157,17,18,164713,12347,264,0,normal
2025-12-08 16:16:12.604860,192.168.2.211,10.0.4.24,17,18,200451,13018,506,0,normal
2025-12-08 16:16:13.898860,192.168.3.219,10.0.2.215,6,18,656377,11794,689,0,normal
2025-12-08 16:16:16.085860,192.168.4.198,10.0.5.147,17,18,1665581,15399,593,0,normal
2025-12-08 16:16:21.462860,192.168.2.126,10.0.5.65,6,24,125134,16487,125,0,normal
2025-12-08 16:16:01.090860,192.168.3.135,10.0.3.112,17,24,1260435,18239,701,0,normal
2025-12-08 16:15:36.659860,192.168.1.131,10.0.4.42,17,16,86879,15785,404,0,normal
2025-12-08 16:15:44.362860,192.168.4.140,10.0.5.142,6,16,845648,7445,383,0,normal
2025-12-08 16:15:50.150860,192.168.0.153,10.0.0.162,6,18,1530392,10855,232,0,normal
2025-12-08 16:15:59.275860,192.168.1.113,10.0.2.160,17,16,895562,4230,519,0,normal
2025-12-08 16:16:18.648860,192.168.3.140,10.0.5.198,6,24,867032,6293,170,0,normal
2025-12-08 16:15:38.892860,192.168.2.248,10.0.0.196,17,18,1063286,18550,641,0,normal
2025-12-08 16:16:16.739860,192.168.2.199,10.0.4.56,6,18,48678,9654,291,0,normal
2025-12-08 16:15:34.746860,192.168.2.66,10.0.0.99,17,18,1173580,1403,273,0,normal
2025-12-08 16:15:33.017860,192.168.3.189,10.0.4.201,6,24,91746,6799,210,0,normal
2025-12-08 16:16:14.830860,192.168.5.152,10.0.3.87,17,18,751735,6897,327,0,normal
2025-12-08 16:15:39.768860,192.168.3.154,10.0.5.130,17,16,495565,10156,168,0,normal
2025-12-08 16:15:35.123860,192.168.5.116,10.0.5.123,6,24,1533488,12623,626,0,normal
2025-12-08 16:15:39.195860,192.168.3.83,10.0.3.159,17,18,1064526,15151,462,0,normal
2025-12-08 16:15:48.333860,192.168.2.147,10.0.1.135,6,24,1063076,16774,411,0,normal
2025-12-08 16:15:42.239860,192.168.5.242,10.0.0.164,6,18,1816700,18842,592,0,normal
2025-12-08 16:16:15.619860,192.168.5.28,10.0.4.63,6,16,1783306,1201,370,0,normal
2025-12-08 16:15:48.647860,192.168.4.30,10.0.5.17,17,18,1990261,14973,600,0,normal
2025-12-08 16:15:56.702860,192.168.1.105,10.0.4.239,17,18,1934410,9693,514,0,normal
2025-12-08 16:16:14.849860,192.168.5.123,10.0.0.223,6,24,496848,17082,249,0,normal
2025-12-08 16:15:33.139860,192.168.5.220,10.0.2.104,6,24,679784,1252,524,0,normal
2025-12-08 16:16:16.238860,192.168.3.23,10.0.5.96,6,24,1266439,15927,531,0,normal
2025-12-08 16:15:34.336860,192.168.3.92,10.0.0.232,17,24,78599,19279,355,0,normal
2025-12-08 16:15:32.919860,192.168.1.142,10.0.2.179,17,18,231146,3827,107,0,normal
2025-12-08 16:16:17.986860,192.168.3.95,10.0.3.173,6,16,200099,11320,275,0,normal
2025-12-08 16:15:32.670860,192.168.5.181,10.0.3.108,17,18,22481,16438,343,0,normal
2025-12-08 16:15:31.947860,192.168.2.252,10.0.4.119,17,24,1572802,16920,259,0,normal
2025-12-08 16:16:23.975860,198.51.34.217,10.0.4.207,6,2,3006,895,197,1,syn_flood
2025-12-08 16:15:46.481860,192.168.5.219,10.0.2.54,6,16,1863199,19035,792,0,normal
2025-12-08 16:15:38.152860,192.168.5.106,10.0.3.21,6,16,1856621,10749,238,0,normal
2025-12-08 16:16:24.741860,203.0.172.3,10.0.0.213,17,0,0,193,1600,1,udp_flood
2025-12-08 16:15:49.341860,192.168.1.10,10.0.3.202,6,24,523949,16334,532,0,normal
2025-12-08 16:16:25.084860,198.51.5.218,10.0.2.41,6,2,62060,3355,79,1,port_scan
2025-12-08 16:15:48.590860,192.168.2.235,10.0.5.5,6,16,1511592,12714,720,0,normal
2025-12-08 16:15:31.072860,192.168.0.129,10.0.5.44,6,16,566077,18195,229,0,normal
2025-12-08 16:16:04.882860,192.168.1.217,10.0.2.254,17,18,209570,1902,187,0,normal
2025-12-08 16:16:16.643860,192.168.1.180,10.0.4.252,6,24,1435132,12436,470,0,normal
2025-12-08 16:15:42.113860,192.168.0.44,10.0.1.178,17,18,1372880,16215,72,0,normal
2025-12-08 16:16:19.794860,192.168.0.4,10.0.4.48,6,24,175830,1105,369,0,normal
2025-12-08 16:15:39.688860,192.168.3.56,10.0.2.201,6,24,1591495,3837,143,0,normal
2025-12-08 16:16:13.485860,192.168.2.176,10.0.2.171,6,16,1379147,2132,540,0,normal
2025-12-08 16:15:43.668860,192.168.5.232,10.0.5.206,6,16,1166013,14481,296,0,normal
2025-12-08 16:16:23.872860,198.51.65.57,10.0.5.26,6,2,7953,123,151,1,syn_flood
2025-12-08 16:15:40.728860,192.168.2.216,10.0.0.240,17,24,164158,11709,74,0,normal
2025-12-08 16:16:04.634860,192.168.5.121,10.0.5.169,6,24,533090,11669,492,0,normal
2025-12-08 16:16:19.709860,192.168.1.25,10.0.2.140,6,24,405223,8035,147,0,normal
2025-12-08 16:15:35.166860,192.168.1.139,10.0.0.118,17,18,852710,7415,194,0,normal
2025-12-08 16:15:42.810860,192.168.5.173,10.0.5.188,17,16,1595137,12024,369,0,normal
2025-12-08 16:16:19.419860,192.168.2.226,10.0.2.61,17,18,385026,5699,342,0,normal
2025-12-08 16:15:54.746860,192.168.5.244,10.0.2.125,17,18,1670680,7325,757,0,normal
2025-12-08 16:16:20.404860,192.168.1.12,10.0.5.178,17,16,1736309,6015,183,0,normal
2025-12-08 16:16:23.411860,198.51.89.205,10.0.5.184,6,2,4607,13,100,1,syn_flood
2025-12-08 16:15:56.077860,192.168.4.188,10.0.4.198,17,24,826104,8863,495,0,normal
2025-12-08 16:15:41.205860,192.168.2.181,10.0.1.218,6,16,1606520,2222,528,0,normal
2025-12-08 16:16:07.801860,192.168.2.148,10.0.4.104,6,24,1389560,2590,105,0,normal
2025-12-08 16:15:38.684860,192.168.1.80,10.0.0.100,6,24,1413353,4286,691,0,normal
2025-12-08 16:15:34.926860,192.168.4.147,10.0.4.83,17,18,1222223,17886,420,0,normal
2025-12-08 16:15:35.186860,192.168.0.122,10.0.3.21,6,16,1202436,9739,573,0,normal
2025-12-08 16:15:57.246860,192.168.4.176,10.0.4.60,6,16,1611229,1906,203,0,normal
2025-12-08 16:15:42.501860,192.168.0.193,10.0.5.14,6,18,684086,1923,242,0,normal
2025-12-08 16:16:10.588860,192.168.5.199,10.0.2.211,6,24,705616,9751,327,0,normal
2025-12-08 16:15:52.632860,192.168.3.29,10.0.2.179,6,24,1753230,1686,657,0,normal
2025-12-08 16:15:38.656860,192.168.1.233,10.0.3.54,6,16,1953933,12092,460,0,normal
2025-12-08 16:15:56.517860,192.168.2.144,10.0.3.89,17,24,1783250,1357,716,0,normal
2025-12-08 16:16:20.695860,192.168.3.29,10.0.0.182,6,18,1135742,9627,82,0,normal
2025-12-08 16:16:24.407860,203.0.130.55,10.0.1.15,17,0,0,85,1441,1,udp_flood
2025-12-08 16:15:51.777860,192.168.5.186,10.0.3.223,6,24,1331458,11394,794,0,normal
2025-12-08 16:15:44.317860,192.168.5.249,10.0.3.160,6,16,358748,1336,412,0,normal
2025-12-08 16:16:03.908860,192.168.5.189,10.0.3.88,17,24,1099676,12899,564,0,normal
2025-12-08 16:15:56.684860,192.168.5.22,10.0.4.90,17,18,522557,16221,382,0,normal
2025-12-08 16:16:08.934860,192.168.2.163,10.0.5.36,17,18,98941,9606,450,0,normal
2025-12-08 16:16:05.950860,192.168.5.85,10.0.4.98,6,24,305321,18928,624,0,normal
2025-12-08 16:15:57.599860,192.168.3.82,10.0.1.205,6,18,725424,7404,373,0,normal
2025-12-08 16:16:24.373860,203.0.212.121,10.0.4.215,17,0,0,85,1439,1,udp_flood
2025-12-08 16:15:39.345860,192.168.3.218,10.0.5.164,17,16,1074119,3524,593,0,normal
2025-12-08 16:16:06.777860,192.168.2.239,10.0.2.133,6,18,823349,13875,237,0,normal
2025-12-08 16:15:33.898860,192.168.0.130,10.0.0.54,6,18,639000,3436,576,0,normal
2025-12-08 16:15:49.104860,192.168.2.93,10.0.1.102,6,16,151793,3486,531,0,normal
2025-12-08 16:15:36.479860,192.168.4.232,10.0.5.150,6,16,500998,10856,705,0,normal
2025-12-08 16:16:10.634860,192.168.1.214,10.0.5.206,17,24,1517764,2355,583,0,normal
2025-12-08 16:16:01.929860,192.168.5.100,10.0.1.228,17,16,357140,13222,777,0,normal
2025-12-08 16:15:55.987860,192.168.4.4,10.0.3.231,6,18,1130430,15368,275,0,normal
2025-12-08 16:15:44.984860,192.168.3.141,10.0.2.100,17,16,1510550,17512,187,0,normal
2025-12-08 16:16:07.363860,192.168.3.182,10.0.5.125,6,18,224674,10345,619,0,normal
2025-12-08 16:16:25.269860,198.51.100.122,10.0.2.33,6,0,56307,2724,130,1,port_scan
2025-12-08 16:16:24.206860,203.0.231.156,10.0.5.13,17,0,0,125,1132,1,udp_flood
2025-12-08 16:16:06.340860,192.168.1.120,10.0.2.45,17,16,1603273,16875,668,0,normal
2025-12-08 16:16:07.756860,192.168.1.112,10.0.2.87,6,24,945983,16647,175,0,normal
2025-12-08 16:16:14.450860,192.168.4.149,10.0.4.115,17,24,1278584,19720,194,0,normal
2025-12-08 16:16:00.877860,192.168.3.5,10.0.1.179,17,24,1471807,4522,427,0,normal
2025-12-08 16:16:20.827860,192.168.4.173,10.0.4.52,17,16,1417173,18313,546,0,normal
2025-12-08 16:16:06.472860,192.168.0.91,10.0.5.18,6,24,276679,12765,499,0,normal
2025-12-08 16:16:15.975860,192.168.2.11,10.0.0.7,17,24,673782,19089,679,0,normal
2025-12-08 16:16:25.195860,198.51.89.130,10.0.2.125,6,2,39496,2369,92,1,port_scan
2025-12-08 16:16:09.245860,192.168.2.169,10.0.1.91,6,16,71656,6467,112,0,normal
2025-12-08 16:16:24.626860,203.0.51.56,10.0.3.65,17,0,0,49,1328,1,udp_flood
2025-12-08 16:15:40.059860,192.168.5.34,10.0.3.58,6,18,1386446,2374,435,0,normal
2025-12-08 16:16:04.941860,192.168.3.23,10.0.4.44,17,16,240543,4944,420,0,normal
2025-12-08 16:15:36.701860,192.168.5.213,10.0.1.229,6,16,32681,5262,239,0,normal
2025-12-08 16:16:18.176860,192.168.2.3,10.0.4.241,6,24,843150,2114,232,0,normal
2025-12-08 16:16:24.030860,203.0.5.66,10.0.5.136,17,0,0,143,1411,1,udp_flood
2025-12-08 16:15:34.338860,192.168.4.162,10.0.0.132,6,16,779432,13288,148,0,normal
2025-12-08 16:15:38.505860,192.168.5.195,10.0.3.119,17,16,1566752,16662,595,0,normal
2025-12-08 16:16:20.991860,192.168.1.169,10.0.0.15,17,24,45309,14191,85,0,normal
2025-12-08 16:15:40.275860,192.168.2.27,10.0.5.42,17,18,522662,8022,536,0,normal
2025-12-08 16:16:01.882860,192.168.5.181,10.0.1.125,17,18,426731,16501,587,0,normal
2025-12-08 16:16:24.485860,203.0.0.18,10.0.4.2,17,0,0,146,1087,1,udp_flood
2025-12-08 16:16:13.532860,192.168.2.116,10.0.0.20,17,18,383357,13493,771,0,normal
2025-12-08 16:16:05.101860,192.168.0.209,10.0.4.163,6,16,11401,3335,95,0,normal
2025-12-08 16:16:20.637860,192.168.1.59,10.0.2.209,17,16,1015652,8479,721,0,normal
2025-12-08 16:15:38.973860,192.168.3.97,10.0.1.151,17,18,799645,15141,536,0,normal
2025-12-08 16:15:35.441860,192.168.2.203,10.0.2.228,6,24,133239,5966,407,0,normal
2025-12-08 16:16:17.876860,192.168.1.8,10.0.5.128,17,16,545734,9945,632,0,normal
2025-12-08 16:16:14.004860,192.168.0.202,10.0.5.140,17,16,546552,10439,109,0,normal
2025-12-08 16:16:06.393860,192.168.3.243,10.0.1.51,17,18,120188,12533,755,0,normal
2025-12-08 16:16:09.375860,192.168.0.199,10.0.5.21,6,18,448744,19779,789,0,normal
2025-12-08 16:15:38.615860,192.168.5.246,10.0.3.211,6,24,174134,6280,233,0,normal
2025-12-08 16:16:24.586860,203.0.96.108,10.0.4.171,17,0,0,15,1356,1,udp_flood
2025-12-08 16:16:12.842860,192.168.1.72,10.0.3.116,6,16,228560,8268,383,0,normal
2025-12-08 16:16:22.659860,198.51.52.86,10.0.0.21,6,2,8114,924,122,1,syn_flood
2025-12-08 16:16:13.973860,192.168.3.246,10.0.4.46,17,16,916260,15163,542,0,normal
2025-12-08 16:15:54.608860,192.168.0.6,10.0.4.20,6,16,1960029,2668,160,0,normal
2025-12-08 16:15:56.502860,192.168.4.211,10.0.0.240,17,24,1454618,8895,276,0,normal
2025-12-08 16:16:09.470860,192.168.2.37,10.0.1.138,17,18,1731520,8351,338,0,normal
2025-12-08 16:15:44.597860,192.168.5.71,10.0.4.130,6,18,591063,10782,380,0,normal
2025-12-08 16:16:14.380860,192.168.4.160,10.0.4.62,17,18,1394564,8662,521,0,normal
2025-12-08 16:15:33.840860,192.168.0.33,10.0.5.79,6,16,1753358,2698,337,0,normal
2025-12-08 16:16:23.616860,198.51.119.211,10.0.1.85,6,2,2980,938,90,1,syn_flood
2025-12-08 16:15:52.825860,192.168.1.25,10.0.5.107,17,16,1644249,11120,469,0,normal
2025-12-08 16:16:10.830860,192.168.3.196,10.0.2.163,6,18,481535,14958,606,0,normal
2025-12-08 16:15:32.061860,192.168.1.240,10.0.4.101,17,24,939046,17106,477,0,normal
2025-12-08 16:15:32.587860,192.168.4.181,10.0.1.120,17,24,992977,1853,748,0,normal
2025-12-08 16:16:09.568860,192.168.2.239,10.0.1.37,6,24,1832783,15034,227,0,normal
2025-12-08 16:16:19.395860,192.168.1.91,10.0.0.44,17,18,1951729,12663,278,0,normal
2025-12-08 16:16:23.946860,198.51.227.140,10.0.3.156,6,2,3992,76,166,1,syn_flood
2025-12-08 16:15:56.958860,192.168.0.219,10.0.3.108,17,18,1477613,13738,583,0,normal
2025-12-08 16:15:43.961860,192.168.1.254,10.0.4.164,17,18,1503215,3859,89,0,normal
2025-12-08 16:15:50.168860,192.168.2.105,10.0.2.87,17,18,1528036,15344,215,0,normal
2025-12-08 16:16:25.313860,198.51.220.8,10.0.5.163,6,2,43050,352,45,1,port_scan
2025-12-08 16:16:24.833860,203.0.35.143,10.0.1.190,17,0,0,170,1471,1,udp_flood
2025-12-08 16:15:50.754860,192.168.1.57,10.0.1.174,6,18,576058,1159,459,0,normal
2025-12-08 16:16:20.648860,192.168.1.119,10.0.2.252,17,24,700166,15941,299,0,normal
2025-12-08 16:15:36.013860,192.168.2.235,10.0.3.108,17,16,815584,13799,607,0,normal
2025-12-08 16:15:50.468860,192.168.2.220,10.0.3.54,6,24,1012711,3350,319,0,normal
2025-12-08 16:16:11.882860,192.168.4.104,10.0.1.115,17,16,70544,1286,761,0,normal
2025-12-08 16:15:59.173860,192.168.0.175,10.0.5.18,17,16,1165758,1850,614,0,normal
2025-12-08 16:15:49.307860,192.168.2.251,10.0.3.168,6,18,1053277,16727,669,0,normal
2025-12-08 16:15:37.464860,192.168.3.63,10.0.0.222,17,24,424568,7454,74,0,normal
2025-12-08 16:16:17.251860,192.168.3.95,10.0.1.55,17,24,111975,17197,718,0,normal
2025-12-08 16:15:44.616860,192.168.0.110,10.0.1.240,6,18,1591654,9830,174,0,normal
2025-12-08 16:16:09.668860,192.168.4.86,10.0.5.249,17,16,607253,10604,321,0,normal
2025-12-08 16:16:23.036860,198.51.203.193,10.0.3.167,6,2,4543,382,90,1,syn_flood
2025-12-08 16:15:49.597860,192.168.3.97,10.0.0.209,17,16,43147,11478,65,0,normal
2025-12-08 16:15:42.183860,192.168.0.228,10.0.5.141,17,18,804014,2743,500,0,normal
2025-12-08 16:16:23.555860,198.51.89.55,10.0.2.146,6,2,7408,700,177,1,syn_flood
2025-12-08 16:16:16.190860,192.168.0.186,10.0.1.118,17,16,963240,18778,695,0,normal
2025-12-08 16:15:44.016860,192.168.1.75,10.0.5.55,6,18,1581646,15266,379,0,normal
2025-12-08 16:15:40.695860,192.168.3.180,10.0.1.140,6,24,908061,10422,832,0,normal
2025-12-08 16:15:57.278860,192.168.2.214,10.0.5.105,17,18,1137347,6014,417,0,normal
2025-12-08 16:16:01.844860,192.168.2.98,10.0.3.178,6,24,1066906,7132,767,0,normal
2025-12-08 16:15:44.750860,192.168.4.67,10.0.3.225,17,16,289351,8473,329,0,normal
2025-12-08 16:15:47.968860,192.168.1.200,10.0.0.65,17,24,1274690,11722,788,0,normal
2025-12-08 16:16:24.279860,203.0.107.7,10.0.3.249,17,0,0,85,1259,1,udp_flood
2025-12-08 16:16:25.171860,198.51.124.76,10.0.5.38,6,2,8494,3741,131,1,port_scan
2025-12-08 16:16:13.809860,192.168.3.68,10.0.0.208,17,18,353419,12508,763,0,normal
2025-12-08 16:15:31.912860,192.168.5.77,10.0.1.141,6,24,1498117,11074,598,0,normal
2025-12-08 16:15:55.879860,192.168.3.101,10.0.3.178,17,16,112380,13699,770,0,normal
2025-12-08 16:16:08.353860,192.168.1.207,10.0.1.62,17,18,42300,14474,348,0,normal
2025-12-08 16:15:51.605860,192.168.4.214,10.0.1.131,17,24,410345,18803,748,0,normal
2025-12-08 16:15:54.118860,192.168.1.179,10.0.3.73,6,16,1740031,8831,267,0,normal
2025-12-08 16:15:45.683860,192.168.3.144,10.0.4.224,6,16,1417937,6184,89,0,normal
2025-12-08 16:16:07.594860,192.168.5.83,10.0.2.152,17,16,141890,2353,402,0,normal
2025-12-08 16:15:45.819860,192.168.2.98,10.0.1.232,17,18,449017,6577,197,0,normal
2025-12-08 16:16:23.056860,198.51.206.93,10.0.3.40,6,2,8112,953,190,1,syn_flood
2025-12-08 16:16:17.768860,192.168.0.108,10.0.1.63,6,16,1994783,14944,487,0,normal
2025-12-08 16:15:36.025860,192.168.5.78,10.0.0.179,6,24,1629091,3727,776,0,normal
2025-12-08 16:15:42.461860,192.168.0.103,10.0.0.183,6,16,433903,15262,390,0,normal
2025-12-08 16:15:48.625860,192.168.3.56,10.0.4.157,6,24,1366416,19474,605,0,normal
2025-12-08 16:16:23.420860,198.51.161.228,10.0.4.102,6,2,9054,73,82,1,syn_flood
2025-12-08 16:16:05.327860,192.168.5.74,10.0.5.118,17,16,1508395,15572,159,0,normal
2025-12-08 16:15:53.280860,192.168.3.248,10.0.2.200,6,18,702160,9757,217,0,normal
2025-12-08 16:16:23.278860,198.51.10.229,10.0.1.94,6,2,8377,482,72,1,syn_flood
2025-12-08 16:15:59.597860,192.168.4.94,10.0.5.217,6,18,1385269,19913,359,0,normal
2025-12-08 16:15:59.964860,192.168.3.74,10.0.2.215,6,18,1770914,3646,481,0,normal
2025-12-08 16:16:24.474860,203.0.132.44,10.0.0.254,17,0,0,91,1267,1,udp_flood
2025-12-08 16:16:06.770860,192.168.0.134,10.0.3.201,17,18,1042091,15465,779,0,normal
2025-12-08 16:15:31.604860,192.168.3.176,10.0.4.58,6,24,390003,2175,135,0,normal
2025-12-08 16:15:44.415860,192.168.4.232,10.0.1.217,17,16,753459,2332,225,0,normal
2025-12-08 16:16:15.695860,192.168.4.204,10.0.1.175,17,24,181460,3926,615,0,normal
2025-12-08 16:15:57.430860,192.168.5.100,10.0.1.175,17,18,599883,4679,243,0,normal
2025-12-08 16:16:13.545860,192.168.4.251,10.0.2.43,6,24,1726662,3708,533,0,normal
2025-12-08 16:16:25.356860,198.51.250.55,10.0.5.16,6,0,83529,4845,131,1,port_scan
2025-12-08 16:15:44.651860,192.168.5.74,10.0.2.72,6,24,1122496,11434,782,0,normal
