ip.proto,tcp.flags,tcp.seq,tcp.window_size,frame.len
6,16,9398491,3134,54
6,16,1311834,63349,1189
6,16,6135037,44108,65
6,16,4995641,42726,1103
6,16,334061,46662,94
6,16,6926988,22964,73
6,16,4014007,0,1071
6,24,8324804,33744,1182
6,16,6838595,45914,1100
6,16,6170542,11387,83
6,16,713706,1879,54
6,16,2864524,27472,1013
6,16,3005140,0,938
6,16,1986667,3080,54
6,16,9486360,42253,1244
6,16,6640409,3098,54
6,16,9913612,60513,1099
6,16,4770074,19512,68
6,16,1099822,46315,1353
6,16,3521445,0,419
6,24,2437239,40195,1195
6,16,3718739,44222,77
6,16,7568284,60852,1381
6,16,3224533,25239,98
6,24,6040777,58020,64
6,16,7464705,0,1214
6,16,7004058,59260,65
6,16,7253537,47989,67
6,16,3446890,54109,1025
6,16,8964386,49354,94
6,2,0,512,59
6,16,7067906,25608,83
6,16,7672468,47935,92
6,16,7044001,57589,1455
6,16,840452,23805,87
6,16,7735458,54257,1478
6,24,4525463,43393,1155
6,24,2920970,59292,76
6,2,0,512,57
6,16,1967160,19415,1264
6,16,1912883,21748,70
6,16,683422,33128,93
6,16,5321621,47060,1002
6,16,8538610,35195,1181
6,16,6687615,19735,1298
6,16,3717993,29810,91
6,24,6563208,17753,1215
6,16,2799670,55914,1244
6,24,8754056,12618,77
6,16,646805,20704,79
6,16,7737170,0,1230
6,16,5154079,56252,75
6,16,9926580,49064,90
6,16,987077,63201,1173
6,16,345614,3120,54
6,16,133583,28361,87
6,16,896457,59325,1403
6,16,1695781,43287,73
6,16,5850319,3368,54
6,24,4932476,45266,67
6,16,831948,0,426
6,16,85779,0,724
6,16,316518,0,117
6,16,7970064,59763,80
6,16,6069419,40769,64
6,24,1686211,55259,84
6,16,342924,45080,1266
6,2,0,512,57
6,16,4920719,13348,77
6,16,5240129,16587,1431
6,16,694594,54939,1190
6,16,8378407,45098,67
6,24,2697349,12073,1160
6,2,0,1024,59
6,16,774255,4942,54
6,16,4268261,24618,1301
6,16,2955028,36005,64
6,16,1943640,34706,1053
6,24,1017013,30467,1279
6,24,6228639,49344,85
6,24,3959573,32029,83
6,16,7345937,0,1186
6,16,3246798,37227,84
6,16,5298780,22238,85
6,16,9611237,59662,1325
6,16,6955519,53934,1325
6,16,8662608,3678,54
6,16,2464960,24574,61
6,24,1579210,61991,1150
6,2,0,1024,54
6,16,1765776,40703,1113
6,2,0,1024,59
6,16,8057901,1760,54
6,16,1757124,65335,1467
6,16,6121745,4839,54
6,16,8328160,10169,1401
6,16,1587367,23202,90
6,16,1669203,33975,82
6,16,1536791,43086,1465
6,16,5798433,19435,77
6,16,4292107,47246,1498
6,16,4088745,0,967
6,16,460415,13428,71
6,24,6250838,65192,1513
6,2,0,1024,59
6,16,6301722,30363,87
6,16,3887330,26647,1069
6,16,2522845,3582,54
6,16,2510443,60665,1152
6,16,3165294,2381,54
6,2,0,512,59
6,16,8975888,2920,54
6,24,305877,29377,90
6,16,2446135,0,1124
6,16,4073990,37184,1121
6,16,4087062,41618,80
6,24,9323860,12564,1295
6,16,7270129,47161,1362
6,16,6485878,0,271
6,16,4241862,37580,79
6,16,3590887,61225,85
6,24,4890757,11699,1244
6,16,2310483,0,1316
6,16,356781,57317,95
6,16,2509420,32539,1101
6,16,783239,15542,73
6,16,4715759,3288,54
6,16,7065681,47906,65
6,24,6663723,11862,90
6,16,2942090,58482,89
6,16,6620840,37520,1009
6,16,635661,50597,89
6,24,8653287,54373,68
6,16,9785638,28155,1436
6,24,4347266,50730,1232
6,16,5121743,58996,83
6,16,2981912,37831,1312
6,2,0,512,59
6,16,9899521,2160,54
6,16,2018867,17218,89
6,16,486939,0,402
6,24,7458,53877,93
6,24,3105929,11399,91
6,16,6977422,46224,1478
6,16,3001695,3230,54
6,16,4447161,0,1121
6,16,1068727,41958,1497
6,16,3403967,0,778
6,2,0,512,59
6,16,107327,0,1246
6,16,8625682,61454,1277
6,16,4198207,55426,78
6,2,0,512,54
6,16,3889734,43642,88
6,16,223619,0,1051
6,2,0,512,57
6,16,4347491,44480,1095
6,16,2578888,63786,1291
6,16,7678158,1493,54
6,16,1012645,10740,1504
6,2,0,1024,57
6,24,6473493,10800,1084
6,16,7429308,62567,82
6,16,6073671,51712,68
6,2,0,512,59
6,16,7391315,32981,1405
6,16,3641772,17117,1189
6,24,5138766,62943,1106
6,16,235593,61102,1334
6,16,8997978,50704,73
6,2,0,1024,55
6,16,5911308,4495,54
6,24,3389440,16458,1190
6,16,3065568,0,337
6,2,0,1024,56
6,16,294422,0,1363
6,16,8284162,4183,54
6,16,5851486,16055,68
6,16,7162083,41676,83
6,24,1986478,51694,1341
6,2,0,1024,58
6,16,8438546,10800,1465
6,16,9578097,0,361
6,16,9513717,10500,96
6,16,1704319,0,62
6,16,3664041,43792,1480
6,16,3024750,39415,1183
6,16,1322528,56924,79
6,16,5100023,12933,1247
6,16,5960371,4041,54
6,24,5713716,39850,96
6,24,4952675,19085,1335
6,16,8495764,3175,54
6,16,4145216,13746,1067
6,16,3892262,0,780
6,16,5755747,30831,69
6,16,4699473,0,1101
6,16,4669392,48846,73
6,24,6638059,34684,87
6,16,9175701,0,1248
6,24,5017355,10780,97
6,2,0,1024,55
6,16,5992059,0,1425
6,16,3107982,18480,1282
6,16,7208380,40732,1358
6,24,4820617,18741,1453
6,16,7566337,30068,84
6,16,5191930,23221,76
6,2,0,512,55
6,16,5508347,17158,1323
6,24,5993464,45888,89
6,16,672691,58965,65
6,16,8500501,45196,63
6,24,208452,31657,73
6,24,4354083,43817,99
6,16,2012521,25504,78
6,16,7696341,34446,69
6,16,1443935,0,377
6,16,317808,31214,1327
6,24,1843665,42235,1234
6,16,9882534,4520,54
6,16,3236777,30081,75
6,16,4942236,15313,1225
6,16,6058980,23967,1079
6,16,8100622,50435,1096
6,16,2985699,2993,54
6,16,4657135,48556,63
6,16,9636665,61061,1115
6,16,556439,52515,1264
6,16,7656202,32956,1498
6,16,7604872,17760,70
6,16,3877167,56287,93
6,16,3169998,26859,79
6,24,4499385,13382,1057
6,16,521052,39965,1116
6,24,4775354,56786,1115
6,16,9898807,4516,54
6,24,3516410,40546,1084
6,2,0,512,56
6,16,8321268,0,1195
6,2,0,512,57
6,16,9652697,11124,91
6,16,7940232,1531,54
6,16,9781597,32193,1090
6,24,7621650,54708,1168
6,16,2820998,0,790
6,24,4788366,53274,65
6,24,8815776,26329,1066
6,16,4602844,36957,76
6,16,6433085,45414,81
6,24,4341988,12887,1275
6,16,6825430,0,166
6,16,3203528,23987,1324
6,16,166485,62365,1333
6,16,1926572,25493,87
6,16,9420379,0,1323
6,24,3453146,13319,1305
6,16,1881754,63725,82
6,16,3776913,24864,1030
6,16,5217789,53225,99
6,16,8358494,64374,62
6,24,7140833,50381,1086
6,16,5376710,0,1498
6,24,1906783,24687,1011
6,16,3758607,16860,1375
6,16,1958757,62980,1428
6,24,1671751,28060,1367
6,16,1185146,38482,1454
6,16,3311458,0,133
6,16,8879953,31582,1400
6,16,2479237,19951,60
6,16,7548451,44767,1408
6,16,2406746,24611,93
6,16,8977013,0,1489
6,24,1432501,22531,1298
6,16,4624894,3365,54
6,16,9742741,29552,1103
6,24,8683267,41486,69
6,24,6292968,49650,1041
6,24,7684106,58920,68
6,2,0,1024,58
6,16,5386606,45784,1345
6,16,4650709,38384,1243
6,24,709691,14424,64
6,16,3203080,62292,76
6,24,5374561,54814,1084
6,16,3017934,13891,94
6,16,4196462,54813,1169
6,16,519329,27081,1028
6,16,6221165,0,142
6,16,3770221,0,991
6,16,4794964,37381,1339
6,16,3181361,32482,94
6,16,5099624,26270,98
6,16,5050678,54073,96
6,16,1056703,59415,60
6,24,7782381,36776,1450
6,24,8457250,14191,91
6,16,5434295,33684,74
6,24,8146943,28867,71
6,16,8482403,61236,1120
6,16,2040872,19822,81
6,16,1449413,34397,92
6,16,6009623,28875,1018
6,24,8357420,39093,62
6,16,784971,0,1017
6,16,7162168,35609,1505
6,16,7747678,0,420
6,24,9173622,64195,1165
6,24,9782941,57206,74
6,16,1689768,2779,54
6,16,9354059,65225,1489
6,16,5111118,1779,54
6,16,9348896,25097,1282
6,16,7199966,21748,1369
6,16,7307815,0,949
6,16,6646254,38147,63
6,16,7917567,0,307
6,16,1867301,42392,1402
6,16,8284074,0,442
6,16,7268385,49754,1211
6,16,4677559,3181,54
6,16,6591660,46153,67
6,24,4805230,13708,1271
6,2,0,512,54
6,24,1256123,16185,1164
6,24,2212020,36092,1349
6,2,0,1024,56
6,16,3331148,29794,1432
6,24,232318,29848,71
6,24,4404658,60126,60
6,16,229993,32670,1320
6,16,739724,30099,1178
6,16,4436558,35329,1415
6,16,7929654,27776,95
6,16,7999435,37077,95
6,16,1032703,21482,90
6,24,1646074,31775,1130
6,16,4539114,1669,54
6,16,3995781,47940,1254
6,24,8977573,39701,1194
6,16,7987709,17553,1215
6,2,0,1024,54
6,16,8603127,0,498
6,16,5314599,27044,1041
6,16,5259160,25676,72
6,16,9118882,61840,1484
6,16,547528,19166,77
6,16,1131288,4880,54
6,16,6383281,63888,1488
6,16,9527426,46338,96
6,16,1458584,3774,54
6,16,5551758,57105,82
6,16,6278312,50517,1195
6,16,676347,19707,1232
6,16,303737,42992,1346
6,2,0,1024,56
6,16,3908943,44554,83
6,24,3237101,27269,1498
6,24,6782962,39020,94
6,16,7293963,48577,1080
6,2,0,512,54
6,16,1276141,48845,1246
6,16,4901876,0,776
6,16,3921088,13442,1383
6,16,2019989,62916,1370
6,16,1114382,4458,54
6,16,3985121,0,450
6,24,3963817,36228,1037
6,2,0,512,59
6,24,3400422,24881,1390
6,16,7854684,0,535
6,24,2345597,44795,83
6,16,6456480,30684,72
6,16,6632346,2996,54
6,16,6351385,4614,54
6,24,8972525,41407,91
6,16,2782930,12307,70
6,16,3737838,20122,1294
6,16,5003114,10920,61
6,16,2940642,62848,78
6,16,4724856,33054,80
6,16,8535509,22833,1190
6,16,442775,57490,99
6,16,3510792,0,1245
6,16,4700140,0,509
6,16,5227969,0,359
6,16,1130970,10626,63
6,16,421656,10758,1381
6,16,3886054,29812,97
6,16,9728585,46634,61
6,24,1813853,30781,67
6,16,3675828,40846,1405
6,16,1205159,0,379
6,16,839186,0,1348
6,2,0,512,54
6,16,6857308,63336,1362
6,16,385443,34141,77
6,16,7279705,45457,62
6,24,6102411,61202,1293
6,16,9358750,2588,54
6,2,0,1024,56
6,16,5365687,0,416
6,16,3656058,32085,1241
6,16,2603271,27681,1091
6,24,6840907,34462,1508
6,16,9622281,0,576
6,2,0,1024,56
6,16,1034767,35014,1216
6,24,992535,45913,1022
6,16,2240645,17820,67
6,24,2689010,61047,87
6,16,9336266,2486,54
6,2,0,1024,54
6,16,7168549,13287,77
6,2,0,1024,59
6,16,4915702,0,978
6,24,1885346,30991,1309
6,16,2943076,26677,99
6,16,3903335,65449,1083
6,24,6277094,49517,1308
6,16,1295126,20198,1435
6,16,3710561,1535,54
6,16,4809621,44940,82
6,2,0,512,59
6,16,128451,60301,84
6,16,9470906,4015,54
6,16,8177381,0,690
6,2,0,1024,54
6,16,8982545,59627,1009
6,16,4352489,30942,1211
6,24,79368,41564,1353
6,16,6165484,15221,78
6,24,5901982,43588,1482
6,16,1580609,0,213
6,24,9503588,27531,77
6,24,7400673,29263,77
6,16,8432836,0,481
6,16,9535466,0,1011
6,16,7564148,60884,81
6,16,7711626,3098,54
6,16,5568394,4793,54
6,24,2284872,52322,1425
6,16,9809073,63028,1430
6,16,441409,4601,54
6,16,775480,10768,1100
6,24,8777246,38237,1079
6,16,9215018,57196,72
6,16,9959957,41745,63
6,2,0,1024,56
6,16,455149,35480,98
6,16,2657309,53045,1328
6,16,4408468,23242,1353
6,16,7750443,15622,1241
6,16,306322,0,920
6,16,4472232,22206,86
6,16,4149072,18404,79
6,24,5553005,32077,1334
6,16,1460848,52770,1337
6,16,6389509,31962,1228
6,16,6351033,28771,80
6,16,643758,4929,54
6,24,2280573,19823,1074
6,16,1571184,38983,1416
6,2,0,1024,57
6,24,2017098,21932,1303
6,16,5620372,12784,93
6,16,5104225,1223,54
6,2,0,512,54
6,16,3296899,22381,61
6,16,4103948,39067,87
6,16,6795139,0,1116
6,16,4360383,12897,1003
6,16,701085,33693,89
6,24,7116876,35852,91
6,16,5719610,12373,98
6,24,207222,21044,1172
6,16,4007821,40755,90
6,24,7305740,28983,61
6,16,2097641,42004,1470
6,16,2482406,2466,54
6,24,6806216,17622,97
6,24,6199133,64770,1072
6,24,3813491,43309,87
6,16,5859925,3135,54
6,16,4156860,32896,1128
6,16,9047849,49298,89
6,24,3528724,53324,1344
6,16,7304871,3116,54
6,16,8954632,57409,1258
6,16,2272359,60656,98
6,24,6130293,11309,65
6,16,5124885,0,319
6,16,5440815,60260,83
6,16,8143481,63467,1116
6,16,4577716,0,497
6,24,4007091,42395,80
6,16,7603907,28872,1049
6,16,6696498,48466,83
6,24,1641383,53998,1367
6,16,3060254,51246,1233
6,16,9928860,61657,1187
6,16,2843951,0,1153
6,24,2704007,10830,1160
6,24,2573458,45212,1148
6,16,3069732,1946,54
6,16,429697,11976,1211
6,16,3497854,25621,1051
6,16,5946395,49868,77
6,24,9230506,28371,1198
6,2,0,512,56
6,2,0,512,56
6,16,797233,47216,64
6,16,7672089,45052,76
6,16,4175354,35257,79
6,2,0,1024,55
6,16,621221,33361,1139
6,24,8740778,35564,1205
6,16,9984109,0,509
6,24,5025839,44778,1373
6,24,300769,15615,1509
6,16,8989337,53389,66
6,16,1316955,48451,82
6,16,9278751,45862,1362
6,16,6591946,45831,1095
6,2,0,1024,58
6,16,7545967,47471,96
6,24,3448808,28193,1427
6,16,9723230,50007,1397
6,24,8257584,32415,66
6,16,1602199,27750,1497
6,16,9765027,0,229
6,16,4501055,49615,94
6,16,12124,62386,1193
6,16,2715010,1695,54
6,16,1846406,4083,54
6,16,4155214,65208,1482
6,24,1838440,34863,1328
6,2,0,1024,55
6,2,0,512,56
6,16,4903763,52012,1259
6,2,0,1024,57
6,16,5815789,0,425
6,16,5443090,46959,70
6,2,0,512,56
6,24,6169851,32579,1241
6,24,7810708,38128,1173
6,16,8820678,0,1062
6,16,4192492,1234,54
6,16,1144854,55427,1029
6,16,7077532,24444,97
6,24,8225900,42239,86
6,16,2919672,52484,94
6,16,395096,14147,63
6,16,5475686,50608,1499
6,16,9444800,33958,1225
6,24,4261832,38786,72
6,24,7410602,59929,99
6,24,3327333,24135,1341
6,16,9788239,57267,1391
6,2,0,1024,54
6,16,1192929,42725,69
6,16,7931948,53705,83
6,16,8110352,38774,1366
6,16,2291475,57052,85
6,24,8645182,41671,80
6,16,7130362,1586,54
6,24,5211914,57852,72
6,16,2835264,23805,1112
6,24,4920640,13276,1313
6,24,9638074,19592,1342
6,16,616220,21890,89
6,16,7996293,12354,1018
6,16,1635739,63514,63
6,2,0,1024,55
6,16,6237358,4959,54
6,24,4159397,53398,63
6,16,5281723,64608,1043
6,16,4312725,0,774
6,2,0,1024,54
6,16,8621926,1765,54
6,16,1297581,29929,1205
6,2,0,1024,54
6,16,6814337,63643,1418
6,16,1160814,0,607
6,24,3570758,48537,1355
6,16,9677722,35423,1144
6,2,0,512,56
6,16,2044149,0,1009
6,16,1929184,1490,54
6,2,0,1024,58
6,16,4009011,38289,98
6,16,2234666,11696,1113
6,16,530590,3803,54
6,24,7990353,20702,1425
6,16,4360232,4926,54
6,16,8516514,33858,89
6,2,0,1024,56
6,16,8031312,2891,54
6,16,3172683,21023,1402
6,16,1770135,1847,54
6,16,8974941,44178,71
6,24,8010338,58165,97
6,16,5048787,37834,1151
6,16,1477746,49327,94
6,16,3796602,18737,1447
6,16,2517819,51794,1332
6,16,2949341,41983,1273
6,16,9350216,0,68
6,2,0,512,58
6,16,9449324,36702,1130
6,16,67827,39171,1319
6,2,0,1024,55
6,16,6414277,39177,1179
6,16,8662843,43934,99
6,24,382710,34899,1200
6,24,6669066,10535,81
6,16,6084537,32888,1467
6,24,7447509,48013,61
6,24,9783143,55092,1154
6,16,7123160,55080,84
6,16,4683929,13318,1303
6,16,4857492,0,1031
6,16,808854,3168,54
6,16,3446436,16374,82
6,2,0,1024,59
6,24,3576311,19997,78
6,16,8480201,0,625
6,16,6424749,0,234
6,16,5968374,1051,54
6,16,4289163,60843,63
6,16,9385992,57462,1132
6,2,0,512,59
6,16,195475,10518,1289
6,16,6401953,40075,1491
6,16,5600469,55760,1415
6,16,3303649,0,538
6,2,0,512,58
6,16,350371,46208,81
6,16,7821600,0,344
6,24,9175102,21560,76
6,16,7585771,1267,54
6,16,409827,60552,62
6,16,8240156,2440,54
6,24,1155280,61298,78
6,16,9213575,33947,1178
6,16,2815012,59825,1079
6,16,6335716,24936,1469
6,24,4125181,27472,76
6,16,222109,0,189
6,16,9197116,31864,71
6,24,8499914,19633,1008
6,16,8089270,48140,85
6,16,5217415,3643,54
6,16,2561465,58139,1082
6,24,154698,61355,98
6,16,5094780,37960,80
6,16,9144519,1717,54
6,16,4671271,0,454
6,24,8490146,60431,1472
6,16,9518449,55764,95
6,16,8905818,35916,1003
6,16,9547606,53460,1301
6,16,4136093,24645,73
6,16,1174548,3886,54
6,16,2502155,22779,1244
6,16,5147013,42832,1281
6,16,9673876,3024,54
6,2,0,512,59
6,24,4820531,51443,98
6,16,1245382,2484,54
6,16,5014502,11388,87
6,16,5399549,0,732
6,16,280683,53743,1303
6,16,1675331,10034,78
6,16,4103368,39759,76
6,16,8594555,3067,54
6,2,0,512,57
6,2,0,512,59
6,2,0,1024,59
6,16,3001591,18138,60
6,16,2010954,29134,72
6,16,2775678,43468,81
6,24,5991945,16692,65
6,24,1663215,22246,72
6,16,160803,59425,1060
6,16,4519710,1556,54
6,24,8630451,19226,1440
6,16,2788536,52520,95
6,2,0,1024,54
6,2,0,1024,56
6,24,8968533,39366,1004
6,2,0,512,54
6,16,4557212,64402,64
6,16,356705,0,207
6,16,1544308,61546,1434
6,24,6174906,45820,92
6,16,3078320,19916,74
6,16,7765492,12389,84
6,2,0,1024,59
6,24,7593,15454,1433
6,16,5302316,1751,54
6,24,6839014,11123,91
6,16,1293752,39246,74
6,16,8168596,16576,1434
6,2,0,1024,59
6,16,2306859,0,959
6,16,5223874,2796,54
6,24,1065156,17387,1377
6,16,3640863,0,1108
6,16,8110992,25680,1435
6,16,1437055,2778,54
6,16,7626947,0,283
6,16,5178596,34430,1240
6,16,8672240,22941,75
6,2,0,1024,56
6,16,9571142,41463,86
6,16,4880476,29452,68
6,24,4919895,27979,80
6,2,0,512,56
6,16,8828442,52166,1395
6,16,3392508,44954,73
6,16,173122,1636,54
6,16,3787695,27993,88
6,2,0,512,57
6,24,337803,53010,1496
6,16,8508595,4797,54
6,16,4570047,28206,1246
6,16,2424079,33284,1374
6,2,0,1024,57
6,24,3547312,29514,77
6,24,9155004,29219,71
6,24,2727075,19756,1472
6,16,4285882,58450,1379
6,16,2481321,1123,54
6,2,0,512,57
6,24,8313739,40338,78
6,16,4432660,3362,54
6,16,8979385,49034,72
6,16,4796131,61206,1102
6,24,652663,10306,67
6,2,0,512,58
6,24,9964762,61800,72
6,24,3719097,62919,1196
6,24,8751381,56370,62
6,2,0,512,58
6,16,3959395,45268,88
6,2,0,512,58
6,16,8577886,16209,1508
6,24,1809746,38018,65
6,24,6066324,45867,1057
6,16,5712258,31677,75
6,24,5575842,35911,71
6,16,920472,19746,68
6,16,1358471,51953,84
6,16,7299941,45291,75
6,16,5307406,26527,93
6,16,1569024,56676,94
6,16,5912193,4650,54
6,16,2313386,29022,1425
6,16,5695470,25863,1178
6,16,8759138,1353,54
6,16,4273427,0,1102
6,16,4577492,2173,54
6,16,2907982,56337,1094
6,16,7189413,33433,1394
6,24,2657233,36823,75
6,2,0,512,57
6,16,8727031,15112,63
6,2,0,512,54
6,16,4516484,25338,92
6,24,9907532,31721,1306
6,16,3044034,11295,1459
6,16,409917,4084,54
6,24,2293184,47156,1161
6,2,0,1024,54
6,24,7552747,61717,70
6,16,4126634,39241,1400
6,2,0,1024,55
6,16,9338970,15856,86
6,16,3926778,4396,54
6,2,0,512,59
6,16,1580178,51749,83
6,16,8936956,19661,75
6,24,2059585,57633,1040
6,16,3056790,45156,1407
6,16,1776556,54298,1153
6,24,9829281,42761,95
6,16,1501191,44329,1133
6,2,0,1024,59
6,24,4967826,48741,1376
6,16,191709,11747,91
6,16,5245568,20356,95
6,16,6727010,31982,1484
6,24,1047370,64819,1224
6,16,6206303,28832,1385
6,16,1253166,51593,1203
6,16,1785317,13019,1350
6,24,275829,53964,1317
6,2,0,1024,55
6,16,8872649,45396,97
6,16,3082102,31335,83
6,16,6564433,22548,96
6,16,5723732,20368,1313
6,16,1308809,58460,1072
6,16,6471836,11480,96
6,16,9397948,0,403
6,2,0,512,56
6,16,3865144,27695,1293
6,16,7053077,50610,95
6,2,0,1024,56
6,16,4065266,17034,89
6,2,0,512,54
6,16,3846166,53445,73
6,16,2496695,0,300
6,16,9332496,15277,82
6,16,4584307,28912,87
6,24,2232915,39435,1312
6,16,3089863,22861,69
6,16,9159300,64899,66
6,24,2545940,29984,88
6,16,6472946,46990,75
6,16,5886108,59447,64
6,2,0,1024,54
6,16,9073809,2833,54
6,2,0,1024,55
6,24,8289382,64843,1099
6,16,8005001,29536,64
6,2,0,512,55
6,16,1469336,20857,78
6,16,5993538,0,1492
6,16,8712877,42471,1294
6,16,1740474,48584,84
6,16,3597299,25983,1347
6,24,457888,58105,72
6,16,9947424,24807,97
6,16,2938336,40072,95
6,16,6848237,16506,1344
6,16,7552361,48319,91
6,24,1557213,10534,1420
6,16,3664558,21509,1146
6,2,0,1024,58
6,24,8730663,29338,70
6,16,9466932,0,1359
6,16,5197248,44518,99
6,16,4917815,2981,54
6,2,0,1024,55
6,16,8170470,4919,54
6,16,3615875,0,901
6,24,6261311,10963,1152
6,2,0,1024,57
6,16,5211796,53042,86
6,16,5745090,64387,1283
6,16,9594961,64516,88
6,16,9735717,23490,71
6,24,7705977,64267,98
6,16,2029368,10113,97
6,16,5327091,52671,93
6,16,9077119,36428,1076
6,24,8031394,54951,1179
6,16,6029780,62156,96
6,24,1316477,29351,97
6,24,5862729,38448,64
6,2,0,512,58
6,16,5727502,2631,54
6,16,6289492,19737,72
6,16,5441427,12176,1091
6,16,9042773,0,92
6,24,3660967,50356,86
6,24,4147747,36811,72
6,16,4186342,39531,64
6,16,13939,38468,1210
6,2,0,1024,55
6,16,2350545,45788,90
6,16,9525874,0,1338
6,16,5531486,43332,1457
6,16,4575632,36844,1242
6,16,3887865,40924,89
6,24,3245061,15914,78
6,16,4935352,56468,60
6,16,5536426,0,971
6,16,7522725,51574,1468
6,24,7952537,43198,86
6,16,4463327,40582,1171
6,16,859535,43219,1019
6,16,1049989,15100,69
6,16,4188671,51607,72
6,16,1600169,53701,78
6,16,4496959,47655,69
6,16,4899135,2368,54
6,16,5685473,15994,69
6,16,8019924,1560,54
6,16,4635462,0,1146
6,16,1330291,40561,1405
6,16,1578323,40558,1203
6,16,3919028,0,607
6,24,9549026,36287,70
6,16,5799532,12520,1022
6,16,3242910,3404,54
6,16,414083,13215,72
6,2,0,512,54
6,24,3229708,10041,81
6,16,6068243,4880,54
6,24,7894941,19663,74
6,16,413831,64531,1169
6,2,0,1024,56
6,16,9927567,25246,1048
6,2,0,512,59
6,24,1282538,33608,91
6,24,8121428,41497,1138
6,24,9451575,47881,78
6,16,1956447,44386,85
6,16,5265214,0,1401
6,16,9368907,50632,1393
6,24,8294743,55976,86
6,24,7585797,25813,98
6,16,9542043,15345,1078
6,16,8784448,11429,1405
6,16,1886416,60265,1470
6,16,8035480,1308,54
6,24,6832284,57541,1298
6,16,6995867,63835,72
6,24,4511830,64092,1226
6,16,1084015,0,1168
6,16,9756878,51230,99
6,16,2439406,0,190
6,16,2980845,0,1390
6,16,9734845,0,217
6,16,9789085,63946,82
6,2,0,1024,55
6,16,3749712,50461,1068
6,16,434355,61896,63
6,16,3526374,46307,96
6,16,4928692,0,159
6,24,6150668,49773,1129
6,16,191619,14724,65
6,16,7570447,31602,1202
6,24,1834161,39409,1171
6,16,5520054,52821,90
6,16,4527062,32532,62
6,16,3321014,54769,1303
6,16,4357827,64291,1173
6,24,8826577,34484,1234
6,16,8675604,58932,67
6,24,2023585,34037,83
6,24,4614050,28609,96
6,16,9758220,51060,87
6,16,6798080,10945,1184
6,16,9022613,0,1119
6,2,0,512,59
6,16,9658252,62260,1498
6,16,8332661,20161,71
6,2,0,512,56
6,16,3488583,3758,54
6,16,3072130,28814,61
6,2,0,512,56
6,16,4027390,18543,1075
6,16,1957828,4942,54
6,16,6038666,62897,98
6,16,9896299,24259,1127
6,16,2412675,0,459
6,16,4803080,23787,72
6,16,3265085,51940,1143
6,16,2632465,35519,86
6,16,321245,57806,1391
6,16,1356551,0,955
6,16,2597823,31790,1020
6,16,4018017,19380,1411
6,24,2918052,58676,1021
6,16,6097449,45850,87
6,24,8784328,64694,1245
6,16,9019686,32409,1303
6,16,2023552,0,390
6,16,3103074,55491,98
6,16,1609070,0,1035
6,16,9363799,0,1466
6,16,3308811,48982,1299
6,16,8703378,43114,1409
6,2,0,1024,57
6,16,2714376,2088,54
6,16,2214236,0,585
6,24,5286,13317,1412
6,16,7725253,22467,68
6,16,7803269,1007,54
6,16,1085152,19585,65
6,24,1707504,24018,90
6,16,3685962,11399,87
6,16,6336460,0,825
6,16,4083136,43530,1244
6,16,2950472,23998,1145
6,16,7447421,44447,1179
6,16,2230111,15552,1119
6,24,5194373,36952,69
6,16,8863947,61077,1358
6,16,3866687,3410,54
6,16,6788407,33926,96
6,16,1702304,17325,1085
6,16,8554127,46679,77
6,16,5798031,52306,1379
6,16,5914540,12607,80
6,2,0,512,54
6,16,4352903,51161,77
6,16,8599125,52830,1413
6,16,3489270,37081,61
6,16,4861706,31576,1276
6,2,0,512,56
6,16,5485914,0,1306
6,16,6942416,29702,1320
6,2,0,1024,56
6,24,6714559,17031,89
6,16,4404473,59163,1245
6,16,9263220,2793,54
6,16,5019869,32100,1302
6,16,9510091,32356,74
6,24,4134686,25999,80
6,24,5146309,41713,1000
6,2,0,512,59
6,24,5434590,30405,94
6,16,1246312,13883,60
6,16,470374,36270,77
6,16,8138943,3749,54
6,16,3706502,29795,1027
6,16,9218869,11643,92
6,16,4325066,2107,54
6,24,8432207,56014,83
6,24,5167873,15994,68
6,24,4057030,17992,1202
6,16,9422138,3263,54
6,24,2364925,27334,1425
6,16,4433798,53086,79
6,16,117510,52958,90
6,16,5597441,0,818
6,16,2400725,2791,54
6,16,2971,56340,1465
6,16,3170494,42674,97
6,16,101248,48463,1027
6,16,7519016,57607,63
6,16,2756905,17264,1472
6,24,4227534,33239,1394
6,16,7718707,14039,98
6,16,3223926,17025,62
6,16,3167022,0,1150
6,16,867212,11422,88
6,24,7224993,51106,1067
6,2,0,512,54
6,16,7832520,0,213
6,2,0,1024,56
6,16,5660764,15180,1253
6,16,6139063,22987,1398
6,16,9674285,19822,1015
6,16,82634,14828,63
6,16,2060365,24496,61
6,16,5059211,30377,82
6,16,6367456,19702,68
6,24,5568330,45487,1186
6,16,5859777,29218,84
6,16,7204549,0,838
6,16,1060389,53242,76
6,24,7368571,22180,1250
6,16,1601993,0,760
6,16,5132875,53767,66
6,2,0,1024,58
6,16,5341319,44087,98
6,16,9765457,14654,1324
6,16,6295297,18162,1093
6,2,0,512,54
6,24,3536857,44347,74
6,16,2443645,3608,54
6,16,6574312,0,1440
6,16,5840797,32347,1107
6,24,9735632,21046,78
6,2,0,512,58
6,16,6705984,54068,1327
6,16,6282602,11971,68
6,16,5653399,11006,84
6,16,605577,65034,1510
6,16,9445782,35937,1046
6,16,6254249,55525,1150
6,16,6745179,2198,54
